702.00000000,5.35700883
705.00000000,5.40368190
708.00000000,5.45035496
711.00000000,5.48989805
714.00000000,5.52027529
717.00000000,5.55065253
720.00000000,5.58102976
723.00000000,5.61140700
726.00000000,5.63946184
729.00000000,5.66196301
732.00000000,5.68446418
735.00000000,5.70357016
738.00000000,5.72137882
741.00000000,5.73918748
744.00000000,5.75699614
747.00000000,5.77480480
750.00000000,5.79141889
753.00000000,5.80717103
756.00000000,5.82303318
759.00000000,5.85032525
762.00000000,5.87761732
765.00000000,5.90544841
768.00000000,5.93397058
771.00000000,5.96249275
774.00000000,5.97820172
777.00000000,5.99194284
780.00000000,5.99863185
783.00000000,5.98851064
786.00000000,5.97838943
789.00000000,5.95885963
792.00000000,5.93574672
795.00000000,5.91596112
798.00000000,5.91461435
801.00000000,5.91326758
804.00000000,5.92745123
807.00000000,5.95281045
810.00000000,5.97815479
813.00000000,6.00205554
816.00000000,6.02595629
819.00000000,6.04749302
822.00000000,6.06600754
825.00000000,6.08452206
828.00000000,6.10564097
831.00000000,6.12715743
834.00000000,6.14688201
837.00000000,6.16234956
840.00000000,6.17781712
843.00000000,6.19328467
846.00000000,6.20875223
849.00000000,6.22317527
852.00000000,6.23183965
855.00000000,6.24050402
858.00000000,6.24872241
861.00000000,6.25662075
864.00000000,6.26461073
867.00000000,6.28091667
870.00000000,6.29722261
873.00000000,6.31154340
876.00000000,6.32333320
879.00000000,6.33512300
882.00000000,6.34691280
885.00000000,6.35870259
888.00000000,6.36781504
891.00000000,6.37058714
894.00000000,6.37335924
897.00000000,6.37783456
900.00000000,6.38295408
903.00000000,6.38879344
906.00000000,6.39858019
909.00000000,6.40836695
912.00000000,6.42400552
915.00000000,6.44383142
918.00000000,6.46374886
921.00000000,6.49148934
924.00000000,6.51922981
927.00000000,6.53651965
930.00000000,6.54052127
933.00000000,6.54452289
936.00000000,6.54852451
939.00000000,6.55252613
942.00000000,6.55090463
945.00000000,6.53600924
948.00000000,6.52111386
951.00000000,6.49888732
954.00000000,6.47389717
957.00000000,6.44856606
960.00000000,6.42137472
963.00000000,6.39418338
966.00000000,6.36773691
969.00000000,6.34182198
972.00000000,6.31590704
975.00000000,6.28999211
978.00000000,6.26407718
981.00000000,6.23383561
984.00000000,6.19810823
987.00000000,6.16238085
990.00000000,6.12019456
993.00000000,6.07703974
996.00000000,6.03388492
999.00000000,5.99073009
1002.00000000,5.94757527
