7.019734e+002,5.356595e+000
7.096874e+002,5.476607e+000
7.251154e+002,5.632827e+000
7.328294e+002,5.690685e+000
7.482574e+002,5.782269e+000
7.559714e+002,5.822773e+000
7.636854e+002,5.892950e+000
7.713994e+002,5.966290e+000
7.791134e+002,6.001623e+000
7.868274e+002,5.975598e+000
7.945414e+002,5.916167e+000
8.022554e+002,5.912704e+000
8.099694e+002,5.977911e+000
8.176833e+002,6.039367e+000
8.253973e+002,6.086974e+000
8.331113e+002,6.142300e+000
8.485394e+002,6.221845e+000
8.562534e+002,6.244124e+000
8.639673e+002,6.264433e+000
8.716813e+002,6.306361e+000
8.871093e+002,6.366992e+000
8.948233e+002,6.374120e+000
9.025373e+002,6.387284e+000
9.102513e+002,6.412449e+000
9.179653e+002,6.463428e+000
9.256793e+002,6.534758e+000
9.411073e+002,6.555337e+000
9.488213e+002,6.517036e+000
9.565353e+002,6.452778e+000
9.642493e+002,6.382860e+000
9.796772e+002,6.249589e+000
9.873912e+002,6.157722e+000
1.002819e+003,5.935794e+000
