3.00000000 0.91480856 0.00000000 0.08519144
3.03000000 0.91344239 0.00000000 0.08655761
3.06000000 0.91211580 0.00000000 0.08788420
3.09000000 0.91086834 0.00000000 0.08913166
3.12000000 0.90962088 0.00000000 0.09037912
3.15000000 0.90837343 0.00000000 0.09162657
3.18000000 0.90712597 0.00000000 0.09287403
3.21000000 0.90600397 0.00000000 0.09399603
3.24000000 0.90513289 0.00000000 0.09486711
3.27000000 0.90460975 0.00000000 0.09539025
3.30000000 0.90426059 0.00000000 0.09573941
3.33000000 0.90391143 0.00000000 0.09608857
3.36000000 0.90388903 0.00000000 0.09611097
3.39000000 0.90452014 0.00000000 0.09547986
3.42000000 0.90515125 0.00000000 0.09484875
3.45000000 0.90578236 0.00000000 0.09421764
3.48000000 0.90740781 0.00000000 0.09259219
3.51000000 0.90903326 0.00000000 0.09096674
3.54000000 0.91065871 0.00000000 0.08934129
3.57000000 0.91284742 0.00000000 0.08715258
3.60000000 0.91531776 0.00000000 0.08468224
3.63000000 0.91839162 0.00000000 0.08160838
3.66000000 0.92146547 0.00000000 0.07853453
3.69000000 0.92453933 0.00000000 0.07546067
3.72000000 0.92789833 0.00000000 0.07210167
3.75000000 0.93139991 0.00000000 0.06860009
3.78000000 0.93266575 0.00000000 0.06733425
3.81000000 0.93138895 0.00000000 0.06861105
3.84000000 0.92502686 0.00000000 0.07497314
3.87000000 0.91866477 0.00000000 0.08133523
3.90000000 0.91230267 0.00000000 0.08769733
3.93000000 0.90165112 0.00000000 0.09834888
3.96000000 0.88927941 0.00000000 0.11072058
3.99000000 0.87346740 0.00000000 0.12653260
4.02000000 0.85765538 0.00000000 0.14234461
4.05000000 0.84184337 0.00000000 0.15815663
4.08000000 0.81827691 0.00000001 0.18172309
4.11000000 0.79207406 0.00000001 0.20792593
4.14000000 0.76059844 0.00000001 0.23940155
4.17000000 0.72248287 0.00000001 0.27751712
4.20000000 0.68104732 0.00000001 0.31895267
4.23000000 0.62677064 0.00000002 0.37322935
4.26000000 0.56559634 0.00000002 0.43440365
4.29000000 0.49062679 0.00000002 0.50937319
4.32000000 0.41565724 0.00000002 0.58434274
4.35000000 0.34068769 0.00000002 0.65931229
4.38000000 0.25591626 0.00000002 0.74408372
4.41000000 0.17607324 0.00000002 0.82392673
4.44000000 0.10608705 0.00000002 0.89391292
4.47000000 0.05858260 0.00000003 0.94141738
4.50000000 0.02231901 0.00000003 0.97768096
4.53000000 0.04324258 0.00000003 0.95675739
4.56000000 0.06416615 0.00000003 0.93583382
4.59000000 0.08508972 0.00000003 0.91491025
4.62000000 0.12795818 0.00000003 0.87204179
4.65000000 0.18179908 0.00000002 0.81820089
4.68000000 0.23873693 0.00000002 0.76126305
4.71000000 0.29292841 0.00000002 0.70707157
4.74000000 0.34162717 0.00000002 0.65837281
4.77000000 0.39032593 0.00000002 0.60967405
4.80000000 0.43902469 0.00000002 0.56097530
4.83000000 0.47379110 0.00000002 0.52620888
4.86000000 0.50855752 0.00000002 0.49144246
4.89000000 0.54332394 0.00000002 0.45667604
4.92000000 0.57237624 0.00000001 0.42762375
4.95000000 0.59857148 0.00000001 0.40142851
4.98000000 0.62081836 0.00000001 0.37918162
5.01000000 0.64159967 0.00000001 0.35840032
5.04000000 0.65944980 0.00000001 0.34055018
5.07000000 0.67514040 0.00000001 0.32485958
5.10000000 0.68975124 0.00000001 0.31024875
5.13000000 0.70436207 0.00000001 0.29563792
5.16000000 0.71791255 0.00000001 0.28208743
5.19000000 0.72934234 0.00000001 0.27065765
5.22000000 0.73945596 0.00000001 0.26054403
5.25000000 0.74891150 0.00000001 0.25108849
5.28000000 0.75702463 0.00000001 0.24297536
5.31000000 0.76513776 0.00000001 0.23486223
5.34000000 0.77325088 0.00000001 0.22674911
5.37000000 0.78000218 0.00000001 0.21999781
5.40000000 0.78607255 0.00000001 0.21392744
5.43000000 0.79211532 0.00000001 0.20788467
5.46000000 0.79768381 0.00000001 0.20231618
5.49000000 0.80230376 0.00000001 0.19769624
5.52000000 0.80692370 0.00000001 0.19307629
5.55000000 0.81154364 0.00000001 0.18845635
5.58000000 0.81616359 0.00000001 0.18383640
5.61000000 0.82037795 0.00000001 0.17962205
5.64000000 0.82378113 0.00000001 0.17621886
5.67000000 0.82718432 0.00000001 0.17281567
5.70000000 0.83058751 0.00000001 0.16941249
5.73000000 0.83399069 0.00000001 0.16600930
5.76000000 0.83719308 0.00000001 0.16280691
5.79000000 0.83999388 0.00000001 0.16000611
5.82000000 0.84272516 0.00000001 0.15727483
5.85000000 0.84542167 0.00000001 0.15457832
5.88000000 0.84767509 0.00000001 0.15232491
5.91000000 0.84992850 0.00000001 0.15007149
5.94000000 0.85218191 0.00000001 0.14781808
5.97000000 0.85446000 0.00000001 0.14553999
6.00000000 0.85675043 0.00000001 0.14324956
